text,rubric1,rubric2,rubric3,rubric4
"1) Assume that x is rational, and x^2 is irrational. [Initial assumption]
2) This means x can be written as x = a/b, where a and b are integers and b ≠ 0. [Definition of rational number]
3) Therefore, x^2 = (a/b)^2 = a^2/b^2. [Squaring the rational number]
4) However, a^2 and b^2 are also integers, so x^2 is a^2/b^2 which is a ratio of integers. [Definition of rational number]
5) This seems to show that x^2 is rational, which is a contradiction since we assumed x^2 is irrational. [Contradiction]
6) Therefore, x cannot be rational. [Conclusion]",0,0,0,0
"1. CONTRAPOSITION  
   Assume x^2 is irrational and show x is irrational.  
   1) x^2 =/= p/q  
   2) Assume x = m/n, where m and n are integers.  
   3) x^2 = (m POWER 2)/(n POWER 2)  
   4) x^2 would be rational contradicting assumption  
   5) Therefore x must be irrational",0,0,0,0
"1. Assume x^2 is irrational but x is rational.  
2. Let x = a/b where a and b are integers with b ≠ 0, showing x is rational.  
3. By squaring, x^2 = (a^2)/(b^2).  
4. x^2 needs to stay irrational, yet the form from 3 is rational.  
5. This contrasts with the assumption of x^2 being irrational.  
6. Hence, when x is rational, so is x^2.  
7. x^2 being irrational leads us to imply x is irrational.",0,0,0,0
"1. CONTRAPOSITION  
2. Assume x^2 is rational.  
3. This means x^2 can be expressed as m/n where m and n are integers and n is not zero.  
4. Let x be a real number represented as sqrt(m)/sqrt(n).
5. This implies if x squared is rational, then the original x itself should be rational.
6. Thus, if x^2 is rational, x is rational as well.",0,0,0,0
"1. CONTRAPOSITION  
   1) assume x is irrational  
   2) therefore x*2 is irrational   
   3) if x*2 is irrational, then x is irrational by definition of irrational numbers  
   4) thus, the statement is proven through contraposition",0,0,0,0
"- 1. CONTRAPOSITION
  Let's show the contrapositive: if x^2 is rational, then x is rational.
  Assuming x^2 is rational, x^2 = c/d where c and d are integers, d ≠ 0.
  This implies x = e/f, which means x is also rational.",0,0,0,0
"Assume x^2 is irrational and x is rational.  
1) x can be expressed as a/b, where a and b are integers, and b ≠ 0.  
2) Therefore, (x POWER 2) = (a^2)/(b^2).  
3) Since a^2 and b^2 are integers, (x POWER 2) can be written as the ratio of two integers, meaning x^2 is rational.  
4) This contradicts the assumption that x^2 is irrational.  
5) Thus, if x is rational, x^2 must be rational.  
6) Hence by contraposition, x^2 irrational implies x irrational.",0,0,0,0
"1. CONTRAPOSITION
Let p(x) be ""x^2 is irrational""  
Let q(x) be ""x is irrational""  
1) Assume p -> q [Premise]  
2) Assume NOT q [Assumption]  
3) Conclude NOT p using modus tollens",0,0,0,0
"1. CONTRAPOSITION  
Assume x^2 is irrational but x is rational.  
x = p/q, where p and q are integers, and q ≠ 0.  
This implies x^2 = (p/q)^2 = (p^2)/(q^2).  
Since p^2 and q^2 are integers, x^2 should be rational.  
This result opposes our initial assumption of x^2 being irrational.  
Therefore, if x is rational, x^2 is also irrational, leading to a contradiction.",0,0,0,0
"Assume that if x^2 is irrational, then x must be irrational.
1. Let x^2 be not expressible as p/q, where p and q are integers with no common factors.
2. Suppose that x = a/b, where a and b are integers, indicating x is rational.
3. Then x^2 is equal to a^2/b^2, so x^2 should be rational.
4. This goes against our assumption that x^2 is irrational.

Therefore, if x^2 is irrational, then it suggests x cannot be rational.",0,0,0,0
